BUS_STOP_CD	BUS_STOP_NM	Latitude	Longitude
BIHANNG	BAIDHANATH CHOWK		
BIHANN	BAIDHANATH SQUARE		
BINANN	BAIDNATH CHAUK		
BDTHCK	BAIDNATH CHOWK		
BIYAANN	BAIDYANATH CHOWK		
BYSQ	BAIDYANATH SQUARE		
BIAODB	BAIGAON		
BIHAMP	BAIHAR		
BIJPUR	BAIJIPURA		
BIUHB	BAIJUBHABHALGAON FATA		
BIUHL	BAIJUBHALGAON		
BIACPR	BAIKAR WADI		
BIKRWD	BAIKARWADI		
BIEWDAA	BAIKEWADI		
BKWDI	BAIKEWADI		
BIUPS	BAIKUMWADI		
BLBZ	BAIL BAZAR		
BLMPR	BAILAMPUR		
BIDMS	BAILDEV		
BLHNGL	BAILHONGAL		
BIKDSAR	BAILKEDA		
BLMRKD	BAILMARKHEDA		
BIPAAPT	BAILPADA		
BGDIFT	BAINGANWADI FATA		
BIGADY	BAINGAON		
BIIPA	BAINI		
BAPMRS	BAIPAS ROAD		
BIAAMS	BAIRAG WADI /JADHAV WADI		
BIAAMSA	BAIRAG WADI /JADHAV WADI		
BARAD	BAIRAGAD		
BIATKDA	BAIRATEKA		
BIOSN	BAIROBCHI WADI		
BIALRN	BAITALA		
BATDI	BAITWADI		
BIWRNR	BAITWADI FATA		
BAJQ	BAJ		
BJGMKK	BAJAGE WADI		
BJGSK	BAJAGEWADI FATA		
BJJKP	BAJAJ AUTO CO.		
BJJCOW	BAJAJ CHOWK		
BJJOMM	BAJAJ COLONY		
BJJGAAR	BAJAJ GATE		
BJMAN	BAJAJ MANDIR		
BJJNGR	BAJAJ NAGAR		
BJN	BAJAJ NAGAR		
BJPW	BAJAJ PIPE		
BPY	BAJAJ PIPE FACTORY		
BJRPK	BAJAR BHOGAON		
BJCK	BAJAR KANUR		
BJREFT	BAJARE FATA		
BJRGOAW	BAJARGAON		
BJRWD	BAJARNG WADI		
BJPWS	BAJARPETH		
BJRLP	BAJARTAL		
BJRLGG	BAJARTALA		
BJRWDAW	BAJARWADA		
BJRWDAIWA	BAJARWADA FATA		
BAJR	BAJARWADI		
BJRAI	BAJARWADI		
BJTHN	BAJATHAN		
BTANFT	BAJATHAN FATA		
BAJES	BAJE		
BJKRNR	BAJEKUMBHA		
BJNGR	BAJI NAGAR		
BJRD	BAJI ROAD		
BJUMD	BAJI UMRAD		
BJPGUJ	BAJIPUR		
BJPRKA	BAJIPURA		
BJPUGUJ	BAJIPURA		
BJREPR	BAJIRE		
BIREFT	BAJIRE FATA		
BJRGAR	BAJIROAD		
BJSP	BAJKAR SHOP		
BJAGAR	BAJKAR STOP		
BJRNGCK	BAJRANG CHOWK		
BJRN	BAJRANG NAGAR		
BJABP	BAJRANG WADI		
BJYACC	BAJVYAD		
BKDLJR	BAKADEVI MANDIR		
BKLR	BAKALE		
BKLRAR	BAKALE STOP		
BKLICL	BAKALI		
BKLILL	BAKALI		
BKLINL	BAKALI		
BKLISL	BAKALI		
BNLA	BAKALINALA		
BKRDI	BAKARDI		
BKRI	BAKARI		
BKRAIB	BAKARWADI PATI		
BKRRAR	BAKARY		
BKTIMG	BAKATI		
BAKEVS	BAKE VASTI		
BKWAIDB	BAKEWADI		
BKARMP	BAKHARLI		
BKARP	BAKHATRAPUR		
BKDT	BAKI		
BKTX	BAKOT X		
BAKRI	BAKRI ADHA		
BKAU	BAKTAPUR		
BKDMP	BAKUD		
BKRKN	BAKURDE		
BLAMRNRNR	BAL AMARAI		
BLARNN	BAL AMRAI		
BALA	BALA		
BDXRF	BALA DHAWADIPAR X ROAD FATA		
BLDBBA	BALA DHAWADIPAR.		
BALANG	BALA NAGAR		
BALAD	BALAD		
BLDFTMB	BALAD FATA		
BLDAGUJ	BALADA		
BLDEUTN	BALADEPUR		
BLDPD	BALADPADA		
BGGAT	BALAGAHAT		
BGC	BALAGE CORNER		
BLNKR	BALAGE NAKA		
BLGHGG	BALAGHAT/ TIRODA- BAPERA RD.		
BLGSS	BALAGI		
BLGPP	BALAGICHI WADI		
BALH	BALAHALLI		
BLJICK	BALAJI CHOWK		
BLJC	BALAJI CHOWK /KONARK NAGAR		
BALJFT	BALAJI FATA		
BLJBP	BALAJI FATA		
BLJABP	BALAJI MANDIR		
BLJIMD	BALAJI MANDIR		
BLJIMDR	BALAJI MANDIR		
BLJPP	BALAJI MANDIR		
BLMXXD	BALAJI MANDIR X RD.		
BAAMRS	BALAJI MANGAL KARYALAY		
BJML	BALAJI MILL		
BLJING	BALAJI NAGAR		
BLJINGM	BALAJI NAGAR		
BLJINGMSN	BALAJI NAGAR		
BLJINOO	BALAJI NAGAR		
BLJMS	BALAJI NAGAR		
BLTM	BALAJI TEMPLE		
BLJIDL	BALAJIWADI		
LGWDX	BALAJIWADI X		
BLKAAJT	BALAKAPARA		
BLKAAJRTE	BALAKAPARA MANDIR		
LKHK	BALAKH		
BLWVS	BALAKWADI		
BLMTT	BALAM		
BAAK	BALAM TAKALI		
BLTKG	BALAM TAKALI		
BLTKFT	BALAM TAKALI FATA		
BLTXXD	BALAM TAKALI X RD.		
BLMTK	BALAM TAKLI		
BLMFT	BALAMRAI FATA		
BLMTSA	BALAMTAKLI		
BLMTMPL	BALAMUTYAMPALLI		
BLNPA	BALANAGAR FATA		
BLNAAAA	BALANAGAR X RD.		
BLNAANA	BALANAGAR X RD.		
BLNAAPA	BALANAGAR X RD.		
BNFT	BALANE FATA		
BLNKI	BALANKI		
BALT	BALANTWADI		
BALN	BALANWADI		
BLADTND	BALAOD TANDA		
BALAP	BALAP		
BLPDN	BALAPADA		
BLLPRB	BALAPUR		
BLP	BALAPUR		
BLPNCA	BALAPUR		
BLPNSK	BALAPUR		
BLPR	BALAPUR		
BLPRBC	BALAPUR		
BLPRK	BALAPUR		
BLPRP	BALAPUR		
BLPRPS	BALAPUR		
BLPRSA	BALAPUR		
BLPRSJ	BALAPUR		
BLPUDG	BALAPUR		
BLPUJT	BALAPUR		
BLPUKHN	BALAPUR		
BLPUMS	BALAPUR		
BLPUSBL	BALAPUR		
BLPUVT	BALAPUR		
BLAD	BALAPUR AKHADA		
BLPUKH	BALAPUR AKHADA		
BLPUDD	BALAPUR COLLEGE		
BLPFTKH	BALAPUR FATA		
BLPFTSB	BALAPUR FATA		
BPFPJL	BALAPUR FATA		
BLPUVDTE	BALAPUR NADI		
BLPU	BALAPUR OCTROI NAKA		
BLPRBCAA	BALAPUR RLY. STN.		
BLPRNC	BALAPUR RLY. STN.		
BLPUBRAA	BALAPUR ROAD		
BLPUSB	BALAPUR ROAD		
BLPUBA	BALAPUR UNDRI X RD.		
BLPRBA	BALAPUR X RD.		
BLPUCB	BALAPUR X RD.		
BLPUIBB	BALAPURI FATA		
BLPUWJT	BALAPURWADI		
BAAWPK	BALAPWADI		
BAAWRK	BALAPWADI		
BLRJS	BALARGI		
BLSMP	BALASHAGHAR		
BLSAMG	BALASWADA		
BLTFT	BALAT FATA		
BLTHWBB	BALATHAWADAIPUR		
BLTAKN	BALATWADI		
BALW	BALAWADI		
BALWTSN	BALAWADI		
BLWDAA	BALAWADI		
BLWDRJ	BALAWADI		
BLWKSA	BALAWADI GAON		
BLWTS	BALAWADI KOLHAPUR FATA		
BLYWDPT	BALAYWADI		
BLAMP	BALDALA FATA		
BLANNRN	BALDANA		
BLAJS	BALDARWADI		
BLSSK	BALDAS MATH		
BLESD	BALDE		
BLEOMW	BALDEO		
BLDEVWD	BALDEVWADI		
BLEKDR	BALDEVWADI		
BLHISPS	BALDHI SHEGAON		
BALE	BALE		
BALESN	BALE		
BLMHS	BALE		
BLSSLL	BALE		
BLTO	BALE		
BLBB	BALE PIR		
BALON	BALEGAON		
BALONPA	BALEGAON		
BALONUNN	BALEGAON		
BBLGYN	BALEGAON		
BLGAN	BALEGAON		
BLGOBP	BALEGAON		
BLGONN	BALEGAON		
BLGOPP	BALEGAON		
BLGOVAR	BALEGAON		
BLGANAA	BALEGAON FATA		
BLGANADJA	BALEGAON FATA		
BLGFTBH	BALEGAON FATA		
BLGWS	BALEGHAR		
BLGHL	BALEGHOL		
BLGAKR	BALEGIRI		
BLGRCS	BALEGIRI CROSS		
BLHJP	BALEH		
BLHPA	BALEH		
BLPEB	BALEPEER		
BLNKS	BALESHWAR NAKA		
BALD	BALEWADI		
BALDASN	BALEWADI		
BLWAIAB	BALEWADI		
BLWAKS	BALEWADI		
BLWBP	BALEWADI		
BLWBS	BALEWADI		
BLWDA	BALEWADI		
BLWDPN	BALEWADI		
BALGN	BALGAON		
BLGAOAO	BALGAON		
BLDG	BALGAON DHAGA		
BLAVNDY	BALGAVAN		
BLAHPY	BALGAVHAN		
BALDE	BALGAWADE		
BWHN	BALGAWHAN		
BLHFTPB	BALGHAT FATA		
BAGHA	BALGRIHA		
BLAENRN	BALHANE		
BLANDD	BALHANE		
BLANSD	BALHANE		
BHNEFT	BALHANE FATA		
BALI	BALI		
BLFTBJ	BALI FATA		
BLFTJJ	BALI FATA		
BLANK	BALI MANDIR / DHATRAK FATA		
BLGANATAA	BALIGAON FATA		
BALIAL	BALIMANDIR		
BWK	BALINDE WAKAN		
BALINGA	BALINGA		
BLRMKN	BALIRAM PATIL COLLEGE		
BRMPLSL	BALIRAM PATIL SCHOOL		
BLRMPR	BALIRAMPUR		
BLVFTVT	BALIVFATA		
BLWKS	BALIWADI		
BLKPJW	BALKAPARA		
BLAPRJT	BALKAPARA MANDIR		
BLKWD	BALKAWADI		
BAKDA	BALKHEDA		
BLHEAAJ	BALKHEDA		
BLHEARW	BALKHEDA		
BLODAP	BALKONDA		
BLKM	BALKUM		
BLKMS	BALKUM		
BLUMBT	BALKUM		
BLUBBT	BALKUMB		
BLUMMM	BALKUMB		
BLUNNL	BALKUNDA		
BLUKAR	BALKUNI		
BLUVSD	BALKUVA		
BLLBR	BALL BRIDGE		
BLLDNN	BALLAD		
BLXFT	BALLAD X BANDRI FATA		
BLAAJP	BALLAL WADI		
BLNGR	BALLANAGAR		
BLLRGS	BALLARGANESH		
BLLRI	BALLARI		
BLLRSGJ	BALLARISAGAJ		
BLRPR	BALLARPUR		
BRPR	BALLARPUR		
BLAPBC	BALLARPUR COLONY		
BAAHA	BALLARSHA		
BLASAP	BALLARSHA		
BLOKAR	BALLOLI		
BLUCG	BALLU		
BLURDL	BALLUR		
BLMTOLA	BALMA TOLA		
BLAHA	BALNATHGADH FATA		
BABKAR	BALOBA		
BLDHMS	BALODHYAN		
BALOLI	BALOLI		
BLRAAIAI	BALORA		
BLRAKR	BALORGI		
BLPRD	BALPUR		
BPSTFT	BALPUR SASTAPUR FATA		
BLAHH	BALSA		
BLSJNPR	BALSA		
BLSPRPR	BALSA		
BALSAD	BALSAD		
BLADHH	BALSAD		
BLSMD	BALSAMUD		
BLAMCB	BALSAMUDRA		
BLAMDB	BALSAMUDRA		
BLSMFT1	BALSAMUDRA FATA 1		
BLSMRFT	BALSAMUDRA FATA 2		
BLANSA	BALSANE		
BLANSID	BALSANE		
BLANSIDE	BALSANE FATA		
BLAAS	BALSANG		
BSETPD	BALSHET PADA		
BLHKP	BALSHINWADI		
BLKVRD	BALSHIWAJI PRATHAMIK VIDAYAMANDIR DHAMAN		
BLONHHN	BALSOND		
BALSUR	BALSUR		
BLUUO	BALSUR FATA		
BLUAU	BALSUR PATI		
BLURXUO	BALSUR X RD.		
BLHN	BALTHAN		
BLHNF	BALTHAN FATA		
BLDMPT	BALU DAM		
BLRHK	BALU MAMA		
BLAPS	BALU PATALACHI WADI		
BLPP	BALU PATALACHI WADI		
BHKW	BALUDHAN KURUDWADI		
BLNJFTN	BALUNJ FATA		
BALUR	BALUR		
BLRAAA	BALURA		
BAUKDS	BALUWADI		
BLVDI	BALVADI		
BAVDI	BALVANWADI		
BALWAD	BALWAD		
BALWADI	BALWADI		
BAWDI	BALWADI		
BAWDIPSN	BALWADI		
BAWDIRJL	BALWADI		
BAWKAS	BALWADI		
BAWTSS	BALWADI		
BLADMP	BALWADI		
BLARNR	BALWADI		
BLASS	BALWADI		
BAWF	BALWADI FATA		
BAWFPSN	BALWADI FATA		
BLAFTPY	BALWADI FATA		
BLAKSA	BALWADI GAON		
BLANNN	BALWAND		
BLANINN	BALWANDI		
BLANSP	BALWANDI		
BNDIL	BALWANDI		
BAIF	BALWANDI FATA		
BAIFST	BALWANDI FATA		
BWDIFTS	BALWANDI FATA		
BLVNN	BALWANT		
BLAWSP	BALWARWADI		
BAAPKA	BAMAI		
BAMA	BAMALWADI		
BAMDON	BAMAN DONGARI		
BMNMNR	BAMAN GHAR FATA		
BMNIP	BAMAN THAL		
BDVI	BAMANADEVI		
BNVISC	BAMANADEVI SCHOOL		
BMEBK	BAMANE FATA		
BMNAJ	BAMANE FATA		
BMNEWD	BAMANE WADI		
BMNWDKLP	BAMANE WADI		
BMNGHR	BAMANGHAR		
BMNGD	BAMANGUDA		
BMGDT	BAMANGUDA TANDA		
BAMANIKKL	BAMANI		
BAMANIMSN	BAMANI		
BMNISG	BAMANI		
BMNKS	BAMANI		
BMFT	BAMANI FATA		
BMFTKKL	BAMANI FATA		
BMNFTHH	BAMANI FATA		
BAAX	BAMANI X RD.		
BMNHN	BAMANI X RD.		
BMNJS	BAMANOLI		
BMNSS	BAMANOLI		
BAMLI	BAMANPALLI		
BANTH	BAMANPETH		
BAMN	BAMANWADI		
BMNWDTG	BAMANWADI		
BMWSL	BAMANWADI SCHOOL		
BMDTL	BAMANWADI TALI		
BMRDMY	BAMARDA		
BAMBAR	BAMBAR		
BMBRRARA	BAMBAR		
BMARFT	BAMBAR FATA		
BMASGR	BAMBAR FATA		
BMARNR	BAMBAR GRAMPANCHAYAT		
BBARRTR	BAMBAR TALI		
BABDA	BAMBARDA		
BMARAHW	BAMBARDA		
BMBRI	BAMBARI		
BABI	BAMBARWADI		
BBBDI	BAMBARWADI		
BBBDIVSN	BAMBARWADI		
BMADGS	BAMBARWADI		
BMRPK	BAMBARWADI		
BABSIS	BAMBARWADI FATA		
BAMDE	BAMBAVADE		
BMAPHK	BAMBAVADE		
BABTSS	BAMBAWADE		
BAMB	BAMBAWADE		
BABWLS	BAMBAWADE FATA		
BMAPSA	BAMBAWADE FATA		
BMBRPDT	BAMBHARPADA		
BMHRDJAL	BAMBHOR		
BAMRI	BAMBHORI		
BMHOAAM	BAMBHORI		
BMHRDJ	BAMBHORI		
BMHRNA	BAMBHORI		
BMHRA	BAMBHORI FATA		
BMHREJ	BAMBHORI FATA		
BMHUIJJ	BAMBHURI		
BMBNL	BAMBNALA		
BMRKAR	BAMBRA		
BMBRD	BAMBRUD		
BMRDJJ	BAMBRUD		
BBUDFT	BAMBRUD FATA		
BMRDBJ	BAMBRUD FATA		
BMGDP	BAMBUGADEWADI.BUS STOP		
BABLI	BAMBULI		
BAMBULI	BAMBULI		
BMVPS	BAMBVDE		
BMALPB	BAMDALA WADA		
BMODNN	BAMDOD		
BMLR	BAMER LORI CO.		
BMANMB	BAMHANDA		
BMANAJ	BAMHANE		
BMANSD	BAMHANE		
BMAEAJ	BAMHANE FATA		
BMANSADE	BAMHANE FATA		
BMAESD	BAMHANE TANDA		
BMANAG	BAMHANI		
BMANNC	BAMHANI		
BMHNCG	BAMHANI		
BMHNI	BAMHANI		
BMNEJ	BAMHNE FATA		
BMHDMP	BAMHODI		
BMKDFT	BAMKHED FATA		
BMHDS	BAMKHEDA		
BMHEASN	BAMKHEDA FATA		
BMFTM	BAMNE FATA		
BMGNM	BAMNE GAON		
BMECPR	BAMNE WADI SCHOOL		
BAME	BAMNEWADI		
BMNWD	BAMNEWADI		
BMWDS	BAMNEWADI		
BMEWMLS	BAMNEWADI FATA		
BAMNI	BAMNI		
BAMNIB	BAMNI		
BAMNIKSN	BAMNI		
BAMNINND	BAMNI		
BAMNIU	BAMNI		
BMIBN	BAMNI		
BMICL	BAMNI		
BMIDN	BAMNI		
BMIGC	BAMNI		
BMIHN	BAMNI		
BMIJPR	BAMNI		
BMIKN	BAMNI		
BMILL	BAMNI		
BMIMC	BAMNI		
BMIMW	BAMNI		
BMINRNR	BAMNI		
BMIOO	BAMNI		
BMIPB	BAMNI		
BMIPS	BAMNI		
BMIRL	BAMNI		
BMISD	BAMNI		
BMITO	BAMNI		
BMIWW	BAMNI		
BMNI	BAMNI		
BMNINC	BAMNI		
BMNIS	BAMNI		
BMNNGP	BAMNI		
SASG	BAMNI		
BMIFBN	BAMNI FATA		
BMIFSG	BAMNI FATA		
BMIFTBB	BAMNI FATA		
BMNIFT	BAMNI FATA		
BAMNIPATI	BAMNI PATI		
BAMC	BAMNI RLY. CROSSING		
BMIPY	BAMNI TANDA		
BAMX	BAMNI X RD.		
BMIXUL	BAMNI X RD.		
BMIWDOO	BAMNIWADI		
BMIWDTO	BAMNIWADI		
BMND	BAMNOD		
BMNDBJL	BAMNOD		
BMNLMSN	BAMNOLI		
BMOGAR	BAMNOLI BUDDH WADI		
BMBDH	BAMNOLI BUDDHAWADI		
BMOCPR	BAMNOLI GAVALWADI		
BNOLIGHR	BAMNOLI GAVALWADI		
BMNLCNRT	BAMNOLI KADAM WADI SCHOOL		
BMOSGR	BAMNOLI KATAL		
BMSL	BAMNOLI SCHOOL		
BNLISC	BAMNOLI SCHOOL		
BMEWLBA	BAMPEWADA		
BMEWSBA	BAMPEWADA		
BAMP	BAMPEWADA FATA		
BAMPSBA	BAMPEWADA FATA		
BMUSN	BAMPUR		
BMRD	BAMRUD		
BMUDBJ	BAMRUD		
BMUDYJ	BAMRUD		
BNLB	BAN		
BNTN	BAN		
BNPMA	BAN PIMPARI		
BACHISNR	BANACHIWADI		
BNCHWD	BANACHIWADI		
BNCHWPJ	BANACHIWADI		
BNCSGR	BANACHIWADI FATA		
BNCSCHI	BANACHIWADI SCHOOL NO. 1		
BNCSCHII	BANACHIWADI SCHOOL NO. 2		
BANADI	BANADI		
BNJAS	BANAJGOL FATA		
BANALI	BANALI		
BNAL	BANALI		
BNPUDT	BANAPUR GAO		
BNTCH	BANAT CHAL		
BTHR	BANATHAR		
BNTI	BANATI		
BNULSN	BANAULI		
BNVKS	BANAVADI		
BANW	BANAWADI		
BNYADY	BANAYAT		
BNYAYY	BANAYAT		
BBERJR	BANBE		
BANB	BANBEVADI		
BACLI	BANCHINCHOLI		
BNDG	BAND GARDAN		
BNIBG	BAND RIVER		
BNAKR	BANDA		
BNARC	BANDA		
BNDA	BANDA		
BNDCL	BANDA CIRCLE		
BNASWS	BANDA FATA		
BNASAS	BANDA SATARDA FATA		
BNAPPA	BANDA VASTI		
BNAACGA	BANDABAZAR		
BAAB	BANDABEWADI		
BDWAWACG	BANDACHAWADA		
BAGV	BANDAGAR VASTI		
BNALPD	BANDAL PADA		
BNALPDMT	BANDAL PADA		
BNABP	BANDAL WADI		
BNALWD	BANDAL WADI		
BNAPP	BANDAL WADI		
BNDLVST	BANDALE VASTI		
BNARAR	BANDALELA AMBA		
BNDPL	BANDAPALLY		
BANDAR	BANDAR		
BANDARCCA	BANDAR		
BNDRKHD	BANDAR		
BNDRR	BANDAR		
BNDFR	BANDAR FATA		
BNDFT	BANDAR FATA		
BNARPNN	BANDAR PADA		
BNARPSD	BANDAR PADA		
BNRBK	BANDARA		
BADMRS	BANDARA FATA		
BNACPR	BANDARE WADI		
BRWDFT	BANDARE WADI FATA		
BDARECIR	BANDARE WADI HOSPITAL		
BNDRGN	BANDARGAON		
BNARPP	BANDARWADI		
BAAAN	BANDARWAN		
BNANN	BANDAY MALA		
BAB	BANDBE WADI		
BNDEGNX	BANDE GAON X RD.		
BNDRVR	BANDE RIVER		
BNEGDG	BANDEGAON		
BNEKS	BANDEKARWADI		
BNDWR	BANDEWADI		
BNWD	BANDEWADI		
BNWDSKL	BANDEWADI		
BNVH	BANDEWAR VIHIR		
BNGNN	BANDGAON		
BNGSS	BANDGAR		
BADKVS	BANDGAR VASTI		
BANV	BANDGAR VASTI		
BNGIP	BANDGAR WADI		
BADSNS	BANDGARWADI		
BNAR	BANDGARWADI		
BNARASN	BANDGARWADI		
BNGAWBO	BANDGARWADI		
BNGAWCB	BANDGARWADI		
BNDGR	BANDGHAR		
BNDH	BANDH		
BNHDOR	BANDH		
BNDK	BANDH KUMBIVADI		
BDMLWD	BANDH MADHALIWADI		
BNHRNR	BANDH STOP		
BNDHA	BANDHA		
BNHAHDT	BANDHAGHAR		
BNHVGS	BANDHALELA AMBA		
BNHAAR	BANDHAN		
BNHAVT	BANDHAN		
BNHAVDTE	BANDHAN FATA		
BNHNKT	BANDHAN PADA		
BNDWD	BANDHAN WADI		
BNHAIMR	BANDHANI MAL		
BNHNAP	BANDHANWADI		
BNDRPD	BANDHAR PADA		
BNHANN	BANDHAR PADA		
BNHASD	BANDHAR PADA FATA		
BADRAGKL	BANDHARA		
BNACK	BANDHARA		
BNDHRA	BANDHARA		
BHNDFT	BANDHARA FATA		
BNHAASD	BANDHARA FATA		
BNHAATN	BANDHARA FATA		
BNHAESD	BANDHARE FATA		
BADM	BANDHARE MALA		
BNHAFNN	BANDHARFALI		
BNHPS	BANDHAWAT		
BDHCHRJR	BANDHCHA WADA		
BNDHGON	BANDHGAON		
BNGUJ	BANDHICHA		
BNHKEAB	BANDHKHEL		
BNGT	BANDHU GOTA		
BANH	BANDHWADI		
BNHKKS	BANDHWADI		
BNHRAR	BANDHWADI		
BANDI	BANDI		
BNIGJ	BANDI		
BNGK	BANDI MALA		
BNISE	BANDI SHEGAON		
BNIA	BANDIL VASTI		
BAND	BANDIVADE		
BANDPKL	BANDIVADE		
BNVDE	BANDIVADE		
BNIMVS	BANDIVADE BUNDAR		
BNIRAR	BANDIVADE MANDIR		
BDMRSC	BANDIVADE MARATHI SCHOOL		
BNDVMVSD	BANDIVADE SCHOOL		
BDDETM	BANDIVADE TEMPLE		
BDIVARJR	BANDIVADE VILLEGE		
BNVPK	BANDIVADE WADA		
BODV	BANDIVALI		
BNIWZY	BANDIWADHONA		
BNKVNL	BANDKHAM BHAVAN		
BNKESD	BANDKHEDA		
BNDL	BANDOL		
BRCR	BANDRA CIRCLE		
BDLR	BANDRA DAHISAR LINK ROAD SIGNAL		
BANK	BANDRA EAST KALANAGAR		
BHBO	BANDRA HOUSING BOARD OFFICE		
BNRKRLCL	BANDRA KURLA COMPLEX		
BNDRLY	BANDRA RLY. STN. FATA		
BNDRATAK	BANDRA TAKIES		
BAN	BANDRA WEST TALAV		
BNRAA	BANDRA X RD		
BNDRKRN	BANDRA(E) KHERNAGAR		
BNDRK	BANDRAI		
BNDRWD	BANDREWADI		
BTREFT	BANDTIVARE FATA		
BNUGTAA	BANDUGOTA		
BAULI	BANDUKPALLI		
BNDKPFT	BANDUKPALLI FATA		
BNW	BANDWADI		
BWSXXD	BANDWADI SAGAJ X RD.		
BNALDT	BANE AALI		
BNSGR	BANE DUKAN		
BEHOSNR	BANE HOSP		
BANEWD	BANE WADI		
BNWDRTNG	BANE WADI		
BNGAAL	BANEGAON		
BNGANBJ	BANEGAON		
BNGANJJ	BANEGAON		
BNGANKB	BANEGAON		
BNGANSS	BANEGAON		
BNGANTO	BANEGAON		
BNGAPP	BANEGAON		
BNGANBNJA	BANEGAON FATA		
BNGANAL	BANEGAON X RD.		
BNGANJAJA	BANEGAON X RD.		
BNGMVS	BANEGHAR		
BNKSK	BANEKARWADI		
BNRA	BANERA		
BNSWNL	BANERA / SAWANGI NALA		
BNRPNGP	BANERA 2ND TURN FATA		
BAEAPN	BANERA 3RD TURN FATA		
BNDHFT	BANERA DHAWALAPUR FATA		
BNRAFT	BANERA FATA		
BNRFTPB	BANERA FATA		
BNRPN	BANERA GHAT START		
BNRARD	BANERA ROAD		
BRTL	BANERA TOLI		
BNSHRFT	BANESHWAR FATA		
BNSWRFT	BANESHWAR FATA		
BNSMDR	BANESHWAR MANDIR		
BNVRAR	BANEVADE		
BANE	BANEWADI		
BNEAMVSD	BANEWADI		
BNWDR	BANEWADI		
BNWLJR	BANEWADI		
BNWDFT	BANEWADI FATA		
BNWDTND	BANEWADI TANDA		
BNGADOLML	BANGAD OIL MILL		
BAGUR	BANGADAPUR		
BNADPAIWA	BANGADAPUR		
BNADPAW	BANGADAPUR FATA		
BNDBK	BANGADEWADI		
BNA	BANGAL		
BBNASN	BANGALA		
BNALAKR	BANGALA		
BNALKR	BANGALA		
BNAYN	BANGALA		
BNGLASN	BANGALA		
BNALPT	BANGALI		
BNALVITE	BANGALI		
BNGL	BANGALI		
BNASN	BANGALI BABA		
BNGLBA	BANGALI BABA		
BNALMG	BANGALI CAMP		
BNCM	BANGALI CHAMP		
BNALVT	BANGALI NAKA		
BNALGB	BANGALI PIMPLA		
BNG	BANGALORE		
BNALAPO	BANGALWADI		
BNAAPS	BANGANGA DAM		
BGDR	BANGANGA DHARAN		
BBNANN	BANGAON		
BNAMP	BANGAON		
BNANCJ	BANGAON		
BNGAON	BANGAON		
BNGN	BANGAON		
BNONBD	BANGAON BUDRUK		
BNONFT	BANGAON FATA		
BNONFTSN	BANGAON FATA		
BNONKH	BANGAON KHURD		
BNGR	BANGAR		
BGARPD	BANGAR PADA		
BNAAAAR	BANGAR VASTI		
BGARWDK	BANGAR WADI		
BNGRWD	BANGAR WADI		
BNABS	BANGARAWADI		
BNGNLLT	BANGARCHINCHOLI		
BNGRCHL	BANGARCHOL		
BNGRD	BANGARDA		
BANG	BANGARDE		
BNARKAR	BANGARGA		
BAGGKAR	BANGARGA X RD.		
BGRVT	BANGARVASTI		
BNAKP	BANGARWADI		
BNARAAH	BANGARWADI		
BNAWKOM	BANGARWADI		
BNGRWDI	BANGARWADI		
BNGW	BANGARWADI		
BNGWBO	BANGARWADI		
BNKK	BANGE		
BNEKK	BANGE FATA		
NGDOLML	BANGED OIL MILL		
BNGLA	BANGLA		
BNLSD	BANGLA		
BNLEAAJ	BANGLEWADI		
BNLEAGJ	BANGLEWADI		
BNLEAGIJA	BANGLEWADI TANDA		
BNLIVT	BANGLI		
BNGLW	BANGLOW		
BGANFT	BANGOAN FATA		
BDGDI	BANGWADI		
BAATKAR	BANHATTI		
BAIJTS	BANILIFATA		
BTLA	BANIYATOLA		
BNJRJL	BANJA RAJULA		
BNJR	BANJAR		
BNJRA	BANJARA		
BNARSG	BANJARI		
BNJAMP	BANJARI		
BJRMDRG	BANJARI MANDIR		
BNRTLGND	BANJARI TOLI		
BNJRTLG	BANJARITOLA		
BNRNR	BANK		
BANKCL	BANK COLONY		
BNKCL	BANK COLONY		
BKMRR	BANK OF MAHARASHTRA		
BNBH	BANKALA BAHULGAON		
BLGI	BANKALGI		
BNAMTE	BANKAR / JUNNAR FATA		
BNANPE	BANKAR / JUNNAR FATA		
BKAAAR	BANKAR FATA		
BKPT	BANKAR FATA		
BNARFNP	BANKAR FATA		
BNARFTM	BANKAR FATA		
BNAJP	BANKAR MALA		
BNAANAR	BANKAR VASTI		
BNAIP	BANKAR VASTI		
BNARVS	BANKAR VASTI		
BNASS	BANKAR VASTI		
BKANAR	BANKAR WADI		
BAKW	BANKARWADI		
BNKVST	BANKER VASTI		
BAKO	BANKET STONE KRESHAR		
BNIOPA	BANKINOLA		
BKULA	BANKINULA		
BNKIPA	BANKINULA		
BNKT	BANKOAT		
BNKTKW	BANKOAT KILLAWADI		
BNOKAS	BANKON SCHOOL		
BNOMDR	BANKOT CUSTOM HOUSE		
BKOTMNR	BANKOT DHANSE STOP		
BNPN	BANKOT PHANAS		
BNKTMNRT	BANKOT PHANAS STOP		
BNDRSA	BANMDRA		
BMRAFT	BANMDRA FATA		
BNNLNND	BANNALI		
BNNRL	BANNARKALA		
BNNL	BANNURHALI		
BNSDWT	BANODE WASTI		
BNJAMA	BANOJA		
BNRNGP	BANOR		
BNRCDR	BANOR (CHANDRA)		
BNRFT	BANOR FATA		
BANOTI	BANOTI		
