ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
102660	DONDAICHA to DEOPUR	DOND	DOUD
102661	DEOPUR to DONDAICHA	DOUD	DOND
102674	VRINDAVAN SOCIETY to THANE RLY. STN.	VDANSE	THNRLY
102675	CHANDUR RAILWAY to DHAMAK	CHNRLY	DHMKA
102676	DHAMAK to CHANDUR RAILWAY	DHMKA	CHNRLY
102677	AURANGABAD to NAGAPUR via PISHORE	AWBCBS	NGPRKAR
102678	NAGAPUR to AURANGABAD via PISHORE	NGPRKAR	AWBCBS
102679	SHIRUR to PATAN via SATARA	SRR	PTN
102682	PATAN to SHIRUR via SATARA	PTN	SRR
102683	PALI to CHANDARGAON via HATOND	PALIRGD	CADAGSR
102684	CHANDARGAON to PALI via HATOND	CADAGSR	PALIRGD
102685	KHOPOLI GAON to CHANDARGAON via HATOND	KPLIGN	CADAGSR
102686	CHANDARGAON to KHOPOLI GAON via HATOND	CADAGSR	KPLIGN
102687	DEOPUR to PANSEMAL	DOUD	PNEMMP
102688	PANSEMAL to DEOPUR	PNEMMP	DOUD
102689	CHADACHAN to JAT via KALMADI	CAACKR	JAT
102690	DEOPUR to SHINDKHEDA via NISHANE	DOUD	SNDK
102691	SHINDKHEDA to DEOPUR via NISHANE	SNDK	DOUD
102696	PETHA to JIMALGATTA	PETHA	JTTA
102697	JIMALGATTA to PETHA	JTTA	PETHA
102705	AHMEDNAGAR MALIWADA to PAITHAN via KHANDOBACHI WADI FATA	ANGRMWD	PTHN
102709	DEOPUR to KHAPAR	DOUD	KHAP
102711	KHAPAR to DEOPUR	KHAP	DOUD
102727	BHADGAON to AMALNER via AMADDA	BDGN	AMN
102729	RADHANAGARI to TALASHI via BIDARICOLLEGE	RDHN	TAHI
102730	PACHORA to YAWAL via JALGAON	PCH	YWL
102731	YAWAL to PACHORA via JALGAON	YWL	PCH
102733	MALEGAON to NAGARDEOLA GAO via CHALISGAON	MLG	NGRELAB
102735	RATNAGIRI to KOLAGEWADI	RTN	KLGWDI
102736	KOLAGEWADI to RATNAGIRI	KLGWDI	RTN
102738	JALGAON to PACHORA via MHASAVAD	JLG	PCH
102741	NAGAR DEOLA to MALEGAON via BHAMARE	NGRE	MLG
102743	KANKAVALI to GAVTHAN	KNK	GAVTHAN
102744	PACHORA to SHIRPUR via PAROLA	PCH	SPR
102745	SHIRPUR to PACHORA via PAROLA	SPR	PCH
102747	GAVTHAN to KANKAVALI	GAVTHAN	KNK
102748	THANE CBS to LOHARA via GANDHORAGAON	THNCBS	LHR
102751	GARGOTI to YERANDAPE via KADGAON	GRT	YRDBK
102752	KHURA to LALGOTA	KUAMJ	LLGT
102753	LALGOTA to KHURA	LLGT	KUAMJ
102754	PALGHAR to VADARAI via JAWAHAR NAVODAYA VIDHALAYA	PGR	VDRAPRT
102756	MHASRANG to GARGOTI via VENGRUL	MHSRANG	GRT
102757	VADARAI to PALGHAR via JAWAHAR NAVODAYA VIDHALAYA	VDRAPRT	PGR
102758	SHIVAJI NAGAR PUNE to BEED via PATHARDI	SNGR	BEED
102759	NEHADI to SHAHAPUR via PANDHRICHA PADA	NHDI	SHPR
102761	SANGLI to ISLAMPUR via FARNEWADI	SGL	ISL
102762	ISLAMPUR to SANGLI via FARNEWADI	ISL	SGL
102774	KARANJA to AMRAVATI	KRNJA	AMT
102776	AMRAVATI to KARANJA	AMT	KRNJA
102778	VASAI to KANNAD via THANE CBS	VSI	KND
102779	ANCHLESHWAR GATE to LAL CHOWK/ D.M.R. CHOWK	ANCHGATE	LLCOCC
102780	LAL CHOWK/ D.M.R. CHOWK to ANCHLESHWAR GATE	LLCOCC	ANCHGATE
102782	MUDHAL TITA to GARGOTI	MUDT	GRT
102783	GARGOTI to MUDHAL TITA	GRT	MUDT
102784	ISLAMPUR to ASHTA via FARNEWADI	ISL	ASTA
102785	ASHTA to ISLAMPUR via FARNEWADI	ASTA	ISL
102786	WADGAON to ISLAMPUR via BAVCHI	WDAHKK	ISL
102794	ALFATH SCHOOL MIRAJ to WARE HOUSE	AFSLMRJ	WAREHS
102797	MIRAJ to SANGLI via AMBEDKAR PUTALA	MRJ	SGL
102798	KARJAT to KHOPOLI GAON via CHINCHMAL	KJT	KPLIGN
102802	PALI to SHIRAMBAVALI SCHOOL	PALIRTN	SRAMBLNR
102803	SHIRAMBAVALI SCHOOL to PALI	SRAMBLNR	PALIRTN
102804	BODWAD to FARDAPUR	BODWD	FFRAJJ
102805	FARDAPUR to BODWAD	FFRAJJ	BODWD
102806	NALASOPARA to AMBADAVE via BORIVALI NANCY COLONY	NSP	AMAVE
102807	NALASOPARA to AMBADAVE via THANE CBS	NSP	AMAVE
102808	YAVATMAL to GHATANJI via SHIVANI	YTL	GTNJ
102809	GHATANJI to YAVATMAL via SHIVANI	GTNJ	YTL
102812	MANMAD to AUNDHA NAGNATH via JINTUR	MMD	ANHAAH
102813	AUNDHA NAGNATH to MANMAD via JINTUR	ANHAAH	MMD
102814	YEOLA to SHEGAON via JALNA	YLA	SGN
102815	SHEGAON to YEOLA via JALNA	SGN	YLA
102816	NASIK CBS to CHITEGAON via ITRO CHAYA	NSKCBS	CHEO
102817	AMBADAVE to NALASOPARA via BORIVALI NANCY COLONY	AMAVE	NSP
102818	CHITEGAON to NASIK CBS via ITRO CHAYA	CHEO	NSKCBS
102819	NASIK CBS to LAKHALGAON	NSKCBS	LAKL
102820	LAKHALGAON to NASIK CBS	LAKL	NSKCBS
102821	NANDURBAR to TAKALIPADA via NANDARKHEDA	NBR	TKLPDNN
102822	TAKALIPADA to NANDURBAR via NANDARKHEDA	TKLPDNN	NBR
102823	PATHRI to MARDASGAON	PTRI	MRASPP
102824	MARDASGAON to PATHRI	MRASPP	PTRI
102825	TARAKPUR to BHAGAWANGAD TEMPLE via PATHARDI	TKPR	BAAAG
102826	BHAGAWANGAD TEMPLE to TARAKPUR via PATHARDI	BAAAG	TKPR
102828	LONAND to NIRA via PADEGAON	LND	NIRA
102829	NIRA to LONAND via PADEGAON	NIRA	LND
102830	PARALI to BORIVALI NANCY COLONY via AMBAJOGAI	PRLI	BVINC
102831	BORIVALI NANCY COLONY to PARALI via AMBAJOGAI	BVINC	PRLI
102833	SHIRALA to MUMBAI CENTRAL via KATRAJ BYPASS	SHRL	MCT
102836	PARANDA to MAJALGAON via BARSHI	PRND	MJL
102842	NAGPUR to HINGANA via IC CHOWK	NGPCBS	HNG
102843	HINGANA to NAGPUR via IC CHOWK	HNG	NGPCBS
102844	NAGPUR to HINGANA via SALAIDHABA	NGPCBS	HNG
102845	BARSHI to SAILANI via BEED	BRS	SIANBB
102846	SAILANI to BARSHI via BEED	SIANBB	BRS
102847	WARUD to NANDED via PUSAD	WUD	NND
102848	NAGPUR to RELIENCE COMPANY	NGPCBS	RLCMN
102849	KEWAL PARK. to HANUMAN NAGAR via NASIK CBS	KWLPR	HUANNG
102850	HANUMAN NAGAR to KEWAL PARK. via NASIK CBS	HUANNG	KWLPR
102851	MAJALGAON to PARANDA via BARSHI	MJL	PRND
102854	NAGPUR to SALAIDHABA via BORI POLICE STN.	NGPCBS	SLIHN
102858	NANDED to WARUD via PUSAD	NND	WUD
102859	ATPADI to MHASWAD via NIMBAWADE	ATPD	MHSWD
102860	MHASWAD to ATPADI via NIMBAWADE	MHSWD	ATPD
102861	NASIK ROAD to HANUMAN NAGAR via SHALIMAR	NSKRD	HUANNG
102862	HANUMAN NAGAR to NASIK ROAD via SHALIMAR	HUANNG	NSKRD
102863	KARJAT to AAMDEWADI via BORGAON FATA	KJT	AMDWD
102864	AAMDEWADI to KARJAT via BORGAON FATA	AMDWD	KJT
102867	YAVATMAL to GHARFAL via PARSODI	YTL	GAFABY
102868	GHARFAL to YAVATMAL via PARSODI	GAFABY	YTL
102869	YAVATMAL to SAWALI SADOBA via BHAMBORA	YTL	SWLIAY
102870	SAWALI SADOBA to YAVATMAL via BHAMBORA	SWLIAY	YTL
102873	SHIVAJI NAGAR PUNE to AKOLA	SNGR	AKLCBS
102874	AKOLA to SHIVAJI NAGAR PUNE	AKLCBS	SNGR
102886	RAJGURUNAGAR to NIMGAON	RJGR	NMAIKP
102891	HINGANA to NAGPUR via SALAIDHABA	HNG	NGPCBS
102892	SALAIDHABA to NAGPUR via BORI POLICE STN.	SLIHN	NGPCBS
102893	RELIENCE COMPANY to NAGPUR	RLCMN	NGPCBS
102900	ROHA to PHALTAN	ROH	PHL
102909	JUNNAR to MAHABALESHWAR via SWARGATE, PUNE	JNR	MWR
102910	MAHABALESHWAR to JUNNAR via SWARGATE, PUNE	MWR	JNR
102916	SANGLI to LAXMI NAGAR via WALVA	SGL	LXWS
102917	LAXMI NAGAR to SANGLI via WALVA	LXWS	SGL
102918	PHALTAN to ROHA	PHL	ROH
102926	CHINCHWAD to GANGAPUR via AKKALKOT	CNWD	GNGPR
102927	GANGAPUR to CHINCHWAD via AKKALKOT	GNGPR	CNWD
102929	HINGANGHAT to SOIT via NAGRI	HGT	SOIT
102930	SOIT to HINGANGHAT via NAGRI	SOIT	HGT
102931	HINGANGHAT to MADHLI via NAGRI	HGT	MDLWC
102932	MADHLI to HINGANGHAT via NAGRI	MDLWC	HGT
102937	AHMEDNAGAR MALIWADA to DEOPUR	ANGRMWD	DOUD
102938	DEOPUR to AHMEDNAGAR MALIWADA	DOUD	ANGRMWD
102939	CHIPLUN to RATNAGIRI via MAKHAJAN	CPN	RTN
102941	SHIRPUR to DHADGAON via KHED DIGAR	SPR	DHDGN
102948	DHADGAON to SHIRPUR via KHED DIGAR	DHDGN	SPR
102949	DEORUKH to GRAMDEVTA MINDIR BONDYE	DRK	GRMBD
102950	GRAMDEVTA MINDIR BONDYE to DEORUKH	GRMBD	DRK
102951	LATUR to AKKALKOT MANDIR via SASTUR	LTR	AKLAK
102952	JALGAON to SOLAPUR - 2	JLG	SLPUSS
102953	SOLAPUR - 2 to JALGAON	SLPUSS	JLG
102957	KOPARGAON to NASIK CBS via SINNAR	KOP	NSKCBS
102958	NASIK CBS to KOPARGAON via SINNAR	NSKCBS	KOP
102976	AMBAD to PARBHANI via GHAN SAWANGI	ABD	PBN
102977	PARBHANI to AMBAD via GHAN SAWANGI	PBN	ABD
102978	SAGAON to SANGLI via KANDE	SAGAONWSN	SGL
102984	BENI MAL to RATNAGIRI via SHELVI	BNML	RTN
102987	SINNAR to KAHANDALWADI via NIRHALE	SNNR	KHNDLWD
102988	KAHANDALWADI to SINNAR via NIRHALE	KHNDLWD	SNNR
102989	DONDAICHA to PANVEL via LAMKANI	DOND	PNL
102991	SHIRDI to LASALGAON via KOLPEWADI	SRDI	LGN
102992	LASALGAON to SHIRDI via KOLPEWADI	LGN	SRDI
102994	KOPARGAON to LASALGAON via KOLPEWADI	KOP	LGN
102995	LASALGAON to KOPARGAON via KOLPEWADI	LGN	KOP
102996	PANVEL to DONDAICHA via LAMKANI	PNL	DOND
102998	BARAMATI to SWARGATE, PUNE via HADAPSAR	BMT	SWR
102999	SWARGATE, PUNE to BARAMATI via HADAPSAR	SWR	BMT
103001	THANE RLY. STN. to PANVEL via PATNI COMPUTERS	THNRLY	PNL
103002	PANVEL to THANE RLY. STN. via PATNI COMPUTERS	PNL	THNRLY
103003	THANE RLY. STN. to RABALE NAKA via PATNI COMPUTERS	THNRLY	RBNK
103004	RABALE NAKA to THANE RLY. STN. via PATNI COMPUTERS	RBNK	THNRLY
103005	MUKTAI NAGAR to MADHI via PAITHAN	MKTN	MDHIPA
103009	PETH VADGAON to ARALE	PTVHKL	ARLEPKL
103010	CHIPLUN to BHAGDE WADI via KUDUKWADI NO.2	CPN	BADCPR
103011	ARALE to PETH VADGAON	ARLEPKL	PTVHKL
103012	MALKAPUR to PETH VADGAON via SATVE	MLKKLP	PTVHKL
103013	MADHI to MUKTAI NAGAR via PAITHAN	MDHIPA	MKTN
103014	BHAGDE WADI to CHIPLUN via KUDUKWADI NO.2	BADCPR	CPN
103017	PARBHANI to BULDHANA	PBN	BLD
103018	BULDHANA to PARBHANI	BLD	PBN
103019	SHIRDI to KASARA via SINNAR	SRDI	KSRAIN
103020	KASARA to SHIRDI via SINNAR	KSRAIN	SRDI
103024	SHIRDI to KOPARGAON via KOLPEWADI	SRDI	KOP
103025	KOPARGAON to SHIRDI via KOLPEWADI	KOP	SRDI
103028	MALEGAON to SAPTASHRUNGI GAD via NIMBOLE	MLG	SPGD
103030	SAPTASHRUNGI GAD to MALEGAON via NIMBOLE	SPGD	MLG
103039	UDGIR to WADGAON via BARALI	UDG	WDANMN
103040	WADGAON to UDGIR via BARALI	WDANMN	UDG
103041	PHALTAN to AKLUJ via MALSHIRAS	PHL	AKJ
103042	AKLUJ to PHALTAN via MALSHIRAS	AKJ	PHL
103044	UDGIR to AURADSHAHAJANI via BOTKUL	UDG	ARDSNL
103046	PATHARDI to SHIRDI via SHRIRAMPUR	PTRD	SRDI
103047	SHIRDI to PATHARDI via SHRIRAMPUR	SRDI	PTRD
103048	SHRIGONDA to SHIRDI	SRGD	SRDI
103049	SHIRDI to SHRIGONDA	SRDI	SRGD
103050	OMERGA to SILVASSA via SHIRDI	OMERGA	SIVSGUJ
103051	JAMKHED to SHIRDI	JMKD	SRDI
103052	SHIRDI to JAMKHED	SRDI	JMKD
103057	AURADSHAHAJANI to UDGIR via BOTKUL	ARDSNL	UDG
103058	HINGOLI to PIMPALDARI	HNGL	PIMRI
103059	PIMPALDARI to HINGOLI	PIMRI	HNGL
103062	SILVASSA to OMERGA via SHIRDI	SIVSGUJ	OMERGA
103063	AHMADPUR to HADOLTI via TIRTH	APR	HDLTAL
103064	HADOLTI to AHMADPUR via TIRTH	HDLTAL	APR
103065	DONDAICHA to NEW VASMAR via MHASADI	DOND	NVSMR
103066	HINGOLI to ADGAON via AUNDHA NAGNATH	HNGL	AGONPP
103067	ADGAON to HINGOLI via AUNDHA NAGNATH	AGONPP	HNGL
103068	NEW VASMAR to DONDAICHA via MHASADI	NVSMR	DOND
103069	LATUR to NALASOPARA	LTR	NSP
103070	NAVAPUR to DHULE via LAMAKANI	NVR	DHL
103072	PACHAL to PAREL	PCL	PRL
103075	NASIK CBS to KARVANDEVADI via MATORI	NSKCBS	KRVD
103076	KARVANDEVADI to NASIK CBS via MATORI	KRVD	NSKCBS
103078	NAGPUR to AWARMARA	NGPCBS	AWRMR
103080	KARVANDEVADI to NASIK II via MATORI	KRVD	NSKII
103089	JALGAON to NANDURI via SHIRUD CHAUFULI	JLG	NDR
103090	NANDURI to JALGAON via SHIRUD CHAUFULI	NDR	JLG
103091	AMALNER to NANDURI via SHIRUD CHAUFULI	AMN	NDR
103092	NANDURI to AMALNER via SHIRUD CHAUFULI	NDR	AMN
103094	HINGANGHAT to KINI via NIMBHA	HGT	KINIR
103095	KINI to HINGANGHAT via NIMBHA	KINIR	HGT
103096	WARDHA to CHANKI via GADEGAON	WRD	CAKIDW
103097	CHANKI to WARDHA via GADEGAON	CAKIDW	WRD
103098	DAUND to KARAD via SATARA	DND	KRD
103101	PAREL to BORI via TALEGAON	PRL	BORI
103102	SHRIGONDA to MADHE VADGAON	SRGD	MDVD
103103	MADHE VADGAON to SHRIGONDA	MDVD	SRGD
103107	BORI to PAREL via TALEGAON	BORI	PRL
103121	SATARA to SAMADHICHA MAL.	STR	SMDHLML
103122	SAMADHICHA MAL. to SATARA	SMDHLML	STR
103127	PALGHAR to TALASARI	PGR	TLSR
103128	VISHALGAD to MIRAJ via KOLHAPUR	VLGD	MRJ
103133	TALASARI to PALGHAR	TLSR	PGR
103134	MALKAPUR to NASIK CBS via KARAD	MLKKLP	NSKCBS
103136	NASIK CBS to MALKAPUR via KARAD	NSKCBS	MLKKLP
103139	SAPTASHRUNGI GAD to NANDURBAR via ALIYABAD	SPGD	NBR
103142	PATAN to GUREGHAR	PTN	GUEAR
103143	GUREGHAR to PATAN	GUEAR	PTN
103156	AURANGABAD to BHAGWANGAD via PATHARDI	AWBCBS	BAWAGPA
103158	BHAGWANGAD to AURANGABAD via PATHARDI	BAWAGPA	AWBCBS
103166	PATODA to BHAGWANGAD via GHATSHIL PARGAON	PTDA	BAWAGPA
103167	BHAGWANGAD to PATODA via GHATSHIL PARGAON	BAWAGPA	PTDA
103171	DAHANU to PALGHAR via BOISAR	DHN	PGR
103177	PALGHAR to DAHANU via BOISAR	PGR	DHN
103178	DAHANU to SANTOSHI	DHN	SATHI
103179	SANTOSHI to DAHANU	SATHI	DHN
103181	SHAHAPUR to MURUM via THANE CBS	SHPR	MRM
103182	MURUM to SHAHAPUR via THANE CBS	MRM	SHPR
103183	MIRAJ to BETHESDA via NADIVES	MRJ	BTEMS
103184	MANGSULI FATA to SANGLI via MIRAJ	MNSU	SGL
103191	BHUSAVAL to NANDURIGAD via MALEGAON	BSL	NNUIA
103192	NANDURIGAD to BHUSAVAL via MALEGAON	NNUIA	BSL
103200	TEMBHURNI to AMBEGAON	TMHRIJJ	ABGANJJ
103201	AMBEGAON to TEMBHURNI	ABGANJJ	TMHRIJJ
103204	NASIK CBS to SANGAMNER	NSKCBS	SMR
103216	LATUR to WANJARKHEDA	LTR	WNJKD
103217	WANJARKHEDA to LATUR	WNJKD	LTR
103218	SHRIRAMPUR to NANDURIGAD via SANGAMNER	SMPR	NNUIA
103219	NANDURIGAD to SHRIRAMPUR via SANGAMNER	NNUIA	SMPR
103223	HINGOLI to DUGHALA via BORJA FATA	HNGL	DGALAH
103224	DUGHALA to HINGOLI via BORJA FATA	DGALAH	HNGL
103225	SANGAMNER to NASIK CBS	SMR	NSKCBS
103234	PEN to NIDHVALI	PEN	NDHVL
103237	NIDHVALI to PEN	NDHVL	PEN
103240	ISLAMPUR to BAHADURWADI via ASHTA	ISL	BAUI
103247	BARSHI to KALAMB via BANGARWADI	BRS	KLM
103248	KALAMB to BARSHI via BANGARWADI	KLM	BRS
103256	KEDAR KHEDA to RAJUR	KDRKBJL	RJRJ
103257	SHAHADA to SHIRPUR via MALKATER	SHHD	SPR
103258	SHIRPUR to SHAHADA via MALKATER	SPR	SHHD
103262	BORI to NIWALI	BRJH	NWLIJP
103263	NIWALI to BORI	NWLIJP	BRJH
103264	BHOKARDAN to HISODA via SURANGALI	BKD	HSDABJ
103265	HISODA to BHOKARDAN via SURANGALI	HSDABJ	BKD
103266	SANGAMESHWAR RLY. STN. to SANGAMESHWAR	SNAMSNR	SMWR
103267	SANGAMESHWAR to UMRATWADI via BHEKAREWADI	SMWR	UMRTD
103270	KARAD to DAUND via SATARA	KRD	DND
103279	NALANI to JAFRABAD	NLNIBNJ	JFBD
103284	SANGAMESHWAR to WANDRI TEMPLE	SMWR	WNTM
103285	WANDRI TEMPLE to SANGAMESHWAR	WNTM	SMWR
103286	PHALTAN to HOL via PHADATARWADI	PHL	HL
103287	HOL to PHALTAN via PHADATARWADI	HL	PHL
103288	PHALTAN to KHADAKI	PHL	KAAHPS
103289	KHADAKI to PHALTAN	KAAHPS	PHL
103299	AKKALKOT MANDIR to LATUR via SASTUR	AKLAK	LTR
103300	ATPADI to MHASWAD via KURUNDWADI	ATPD	MHSWD
103301	MHASWAD to ATPADI via KURUNDWADI	MHSWD	ATPD
103302	ATPADI to ADMAPUR	ATPD	AMPBK
103309	TUMSAR to AGRI SCHOOL via PIPARA	TMS	ARLL
103310	AGRI SCHOOL to TUMSAR via PIPARA	ARLL	TMS
103312	PHALTAN to KALYAN	PHL	KLN
103313	KALYAN to PHALTAN	KLN	PHL
103314	TUMSAR to AGRI via PIPARA	TMS	AGRIBHN
103323	YEDGEWADI to ARAVALI FATA	YDGEWDI	AVF
103326	AHERI to CHIMUR via MUL	AHR	CMR
103327	CHIMUR to AHERI via MUL	CMR	AHR
103340	DONDAICHA to PRAKASHA via SHELTI	DOND	PAASA
103341	PRAKASHA to DONDAICHA via SHELTI	PAASA	DOND
103344	AGRI to TUMSAR via PIPARA	AGRIBHN	TMS
103353	GEORAI to GOAPTPIMPALGAON	GVI	GPTLGN
103354	GOAPTPIMPALGAON to GEORAI	GPTLGN	GVI
103356	BARAMATI to SANGOLA via AKLUJ	BMT	SNGO
103357	SANGOLA to BARAMATI via AKLUJ	SNGO	BMT
103361	JAWHAR to CHAMBHARSHET	JWR	CABHRJT
103362	ARVI to DANAPUR via BOTHALI	ARVI	DNPUKW
103363	DANAPUR to ARVI via BOTHALI	DNPUKW	ARVI
103364	BARAMATI to BARSHI via INDAPUR	BMT	BRHIKO
103365	BARSHI to BARAMATI via INDAPUR	BRHIKO	BMT
103366	AHERI to YEMLI via ETAPALLI	AHR	YEMLIGDC
103367	YEMLI to AHERI via ETAPALLI	YEMLIGDC	AHR
103369	YEMLI to BOLEPALLI via ETAPALLI	YEMLIGDC	BOELI
103372	CHAMBHARSHET to JAWHAR	CABHRJT	JWR
103374	KHUTIL to NALASOPARA	KUIL	NSP
103376	BARAMATI to GANPATIPULE via RATNAGIRI	BMT	GTPL
103380	POLADPUR to AMBAJOGAI	PLDPR	ABJ
103381	SAONER to CHANDRAPUR via MORBHAVAN	SNR	CHN
103382	CHANDRAPUR to SAONER via MORBHAVAN	CHN	SNR
103386	TAKARI to ICHALKARANJI	TKRI	ICHL
103390	DHULE to AGARWADA via MEHARGOAN	DHL	AGRDA
103391	AGARWADA to DHULE via MEHARGOAN	AGRDA	DHL
103402	AURANGABAD to NASIK CBS via LASUR RLY. STN.	AWBCBS	NSKCBS
103403	NASIK CBS to AURANGABAD via LASUR RLY. STN.	NSKCBS	AWBCBS
103414	JALGAON to MAHAD	JLG	MHD
103423	KANNAD to VASAI via THANE CBS	KND	VSI
103424	GANPATIPULE to BARAMATI via RATNAGIRI	GTPL	BMT
103425	SAMBHAJINAGAR to RAJAPUR via KARAJ FEN	SBN	RJP
103426	RAJAPUR to SAMBHAJINAGAR via KARAJ FEN	RJP	SBN
103428	ATPADI to ISLAMPUR	ATPD	ISL
103431	ISLAMPUR to ATPADI	ISL	ATPD
103433	NAGPUR to NAWARGAON via CHIMUR	NGPCBS	NWRACC
103434	NAWARGAON to NAGPUR via CHIMUR	NWRACC	NGPCBS
103435	ADMAPUR to ATPADI	AMPBK	ATPD
103448	ISLAMPUR to ICHALKARANJI via SANGLI	ISL	ICHL
103457	KOPARGAON to GANGAPUR via AHMEDNAGAR MALIWADA	KOP	GNGPR
103458	GANGAPUR to KOPARGAON via AHMEDNAGAR MALIWADA	GNGPR	KOP
103459	KARANJA to YAVATMAL via NER	KRNKA	YTL
103460	YAVATMAL to KARANJA via NER	YTL	KRNKA
103462	DEWALMARI to ALLAPALLI	DEWRI	ALPL
103463	ALLAPALLI to DEWALMARI	ALPL	DEWRI
103465	AHERI to ALLAPALLI	AHR	ALPL
103466	ALLAPALLI to AHERI	ALPL	AHR
103474	JAM to KINI via NIMBHA	JAM	KINIR
103477	SHAHAPUR to TULJAPUR via OSMANABAD	SHPR	TJP
103480	TULJAPUR to SHAHAPUR via OSMANABAD	TJP	SHPR
103482	VAIJAPUR to SANGAMNER via KHAIRI NIMGAON	VJP	SMR
103484	SANGAMNER to VAIJAPUR via KHAIRI NIMGAON	SMR	VJP
103485	SANGAMNER to RAVER via NEVASA	SMR	RVR
103486	KINWAT to NANDED via BORGAON	KNT	NND
103487	RAVER to SANGAMNER via NEVASA	RVR	SMR
103488	NANDED to KINWAT via BORGAON	NND	KNT
103489	SHRIRAMPUR to KASARA via AKOLE	SMPR	KSRA
103490	KASARA to SHRIRAMPUR via AKOLE	KSRA	SMPR
103495	JAT to KADEGAON via VITA	JAT	KDGN
103497	DHULE to MHASALE via GHANEGAON	DHL	MAALSID
103498	MHASALE to DHULE via GHANEGAON	MAALSID	DHL
103500	MANTHA to MANGRUL	MNT	MNGRLJ
103501	MANGRUL to MANTHA	MNGRLJ	MNT
103504	PACHAL to VAIBHAVWADI via JAWALETHAR	PCL	VBD
103505	AMALNER to CHOPADA via BUDHGAON	AMN	CPD
103506	CHOPADA to AMALNER via BUDHGAON	CPD	AMN
103507	VAIBHAVWADI to PACHAL via JAWALETHAR	VBD	PCL
103514	MANTHA to PATODA	MNT	PTDAPRJ
103515	PATODA to MANTHA	PTDAPRJ	MNT
103526	RALEGAON to RAJURA via WADKI	RLG	RJRA
103527	RAJURA to RALEGAON via WADKI	RJRA	RLG
103529	JAMKHED to BARAMATI via CHONDI	JMKD	BMT
103530	BARAMATI to JAMKHED via CHONDI	BMT	JMKD
103533	SHRIGONDA to PAITHAN via KADA	SRGD	PTHN
103534	PAITHAN to SHRIGONDA via KADA	PTHN	SRGD
103540	CHIMUR to SHEGAON via KANPA	CMR	SGN
103541	SHEGAON to CHIMUR via KANPA	SGN	CMR
103542	NANDED to VITA	NND	VITA
103548	DEOLI to GAUL via TAKLI	DLI	GUDW
103549	GAUL to DEOLI via TAKLI	GUDW	DLI
103550	SANGLI to CHINCHWAD via SATARA BYPASS	SGL	CNWD
103551	CHINCHWAD to SANGLI via SATARA BYPASS	CNWD	SGL
103552	SANGLI to SWARGATE, PUNE via SATARA BYPASS	SGL	SWR
103553	SWARGATE, PUNE to SANGLI via SATARA BYPASS	SWR	SGL
103554	MIRAJ to SWARGATE, PUNE via SATARA BYPASS	MRJ	SWR
103555	SWARGATE, PUNE to MIRAJ via SATARA BYPASS	SWR	MRJ
103558	LATUR to PARALI via AMBAJOGAI	LTR	PRLI
103559	PARALI to LATUR via AMBAJOGAI	PRLI	LTR
103560	MAHABALESHWAR to PATRADEVI via KOLHAPUR	MWR	PTRV
103561	PATRADEVI to MAHABALESHWAR via KOLHAPUR	PTRV	MWR
103568	KAVLIKATTI to PAREL via SALAMWADI	KAIAKAR	PRL
103569	NIMANI to PANDAV NAGRI via SHALIMAR	NMNI	PNDNR
103570	PANDAV NAGRI to NIMANI via SHALIMAR	PNDNR	NMNI
103574	PANDAV NAGRI to MHASARUL via NAGJI HOSP./SBI COLONY	PNDNR	MHSRL
103576	TIRODA to RIDHAPUR via NAGPUR	TRR	RDAMA
103577	RIDHAPUR to TIRODA via NAGPUR	RDAMA	TRR
103582	PAITHAN to AKOLA via AURANGABAD	PTHN	AKLCBS
103583	JALGAON to PUNGAON FATA	JLG	PNANYJ
103584	PUNGAON FATA to JALGAON	PNANYJ	JLG
103585	YAWAL to PUNGAON FATA	YWL	PNANYJ
103586	PUNGAON FATA to YAWAL	PNANYJ	YWL
103587	CHOPADA to PUNGAON FATA	CPD	PNANYJ
103588	PUNGAON FATA to CHOPADA	PNANYJ	CPD
103589	AKOLA to PAITHAN via AURANGABAD	AKLCBS	PTHN
103590	PAITHAN to AKOLA via JALNA	PTHN	AKLCBS
103591	AKOLA to PAITHAN via JALNA	AKLCBS	PTHN
103592	JALGAON to VADGAONSIM via KHEDI BHOKARI	JLG	VDNGM
103593	VADGAONSIM to JALGAON via KHEDI BHOKARI	VDNGM	JLG
103595	BHIRA to KALYAN	BIAMR	KLN
103597	JALGAON to VARDI via KHEDI BHOKARI	JLG	VRDI
103599	VARDI to JALGAON via KHEDI BHOKARI	VRDI	JLG
103600	KHAREPATAN to VAIBHAVWADI via TAMBALWADI	KRPTN	VBD
103602	KALYAN to MANGAON	KLN	MNG
103603	CHIPLUN to GHADAGEWADI via ARWALI	CPN	GHDGWD
103606	JALGAON to SUTKAR via KHEDI BHOKARI	JLG	STKR
103607	SUTKAR to JALGAON via KHEDI BHOKARI	STKR	JLG
103608	PAONI to WARDHA via HINGANGHAT	PNI	WRD
103610	BHANDARA to KARANJA LAD	BHN	KRJAKL
103611	KARANJA LAD to BHANDARA	KRJAKL	BHN
103615	GHADAGEWADI to CHIPLUN via ARWALI	GHDGWD	CPN
103616	CHIPLUN to GHADAGEWADI via NANDGAON SAHAN	CPN	GHDGWD
103617	GHADAGEWADI to CHIPLUN via NANDGAON SAHAN	GHDGWD	CPN
