D14608,"The last stop_time in trip D14608 is missing times."
L1661,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L1661"
L1661,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1661"
L1661,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1661"
L1661,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L1661"
L1662,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L1662"
L1662,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L1662"
L1674,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1674"
L1674,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1674"
L1694,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1694"
L1701,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip L1701"
L1701,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L1701"
L1727,"High speed travel detected in trip L1727: NASIK ROAD to NASIK OLD. 7875 meters in 60 seconds. (473 km/h)."
L1728,"High speed travel detected in trip L1728: NASIK CBS to MAHAMARG. 5322 meters in 0 seconds."
L1732,"The first stop_time in trip L1732 is missing times."
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1732"
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1732"
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L1732"
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L1732"
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L1732"
L1732,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L1732"
L1733,"Departure time before arrival time"
L1733,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L1733"
L1733,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1733"
L1733,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1733"
L1733,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L1733"
L1734,"High speed travel detected in trip L1734: NASIK CBS to MAHAMARG. 5322 meters in 0 seconds."
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L1734"
L1734,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip L1734"
L1736,"High speed travel detected in trip L1736: NASIK CBS to MAHAMARG. 5322 meters in 0 seconds."
L1737,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1737"
L1737,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L1737"
L1737,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1737"
L1737,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1737"
L1737,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L1737"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip L1742"
L1742,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L1742"
L17431,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L17431"
L17441,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L17441"
L1746,"The first stop_time in trip L1746 is missing times."
L1752,"The first stop_time in trip L1752 is missing times."
L1760,"High speed travel detected in trip L1760: LATUR to MURUD. 381414 meters in 2700 seconds. (509 km/h)."
L1760,"High speed travel detected in trip L1760: MURUD to OSMANABAD. 326236 meters in 3240 seconds. (362 km/h)."
L1767,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1767"
L1769,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1769"
L1769,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1769"
L1770,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip L1770"
L1770,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1770"
L1773,"Departure time before arrival time"
L1773,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L1773"
L1773,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L1773"
L1774,"High speed travel detected in trip L1774: TULJAPUR to OSMANABAD. 20094 meters in 600 seconds. (121 km/h)."
L1775,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip L1775"
L1775,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L1775"
L1775,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L1775"
L1775,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L1775"
L1776,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L1776"
L1776,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L1776"
L1777,"Departure time before arrival time"
L1777,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L1777"
L1777,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L1777"
L1784,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1784"
L1784,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L1784"
L1785,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L1785"
L17,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip L17"
L1859,"Timetravel detected! Arrival time is before previous departure at sequence number 2 in trip L1859"
L185,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L185"
L186,"Timetravel detected! Arrival time is before previous departure at sequence number 13 in trip L186"
L186,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L186"
L1907,"Timetravel detected! Arrival time is before previous departure at sequence number 74 in trip L1907"
L1907,"Timetravel detected! Arrival time is before previous departure at sequence number 75 in trip L1907"
L1907,"Timetravel detected! Arrival time is before previous departure at sequence number 78 in trip L1907"
L1907,"Timetravel detected! Arrival time is before previous departure at sequence number 79 in trip L1907"
L1907,"Timetravel detected! Arrival time is before previous departure at sequence number 80 in trip L1907"
